,loss,accuracy,precision_1,recall_1,f1_score,val_loss,val_accuracy,val_precision_1,val_recall_1,val_f1_score,lr
26,0.004942791070789099,0.998350203037262,0.998378336429596,0.998350203037262,0.9983668923377991,0.04949050396680832,0.9906091094017029,0.990734875202179,0.9906091094017029,0.9907371997833252,0.00025
27,0.0041763694025576115,0.9985617399215698,0.9985758066177368,0.9985476136207581,0.9985641837120056,0.044668324291706085,0.9897208213806152,0.9902209639549255,0.9894670248031616,0.9899144172668457,0.00025
28,0.004467152990400791,0.9985194206237793,0.9985475540161133,0.9985052943229675,0.9985288977622986,0.05200137570500374,0.9899746179580688,0.9902259707450867,0.9899746179580688,0.9901688694953918,0.00025
29,0.004012890160083771,0.9985758066177368,0.9985898733139038,0.9985617399215698,0.9985782504081726,0.05648506432771683,0.9902284145355225,0.9906043410301208,0.9901015162467957,0.9904194474220276,0.00025
30,0.004730509128421545,0.998350203037262,0.998378336429596,0.9983360767364502,0.9983599781990051,0.054301343858242035,0.9889593720436096,0.9889593720436096,0.9889593720436096,0.989037275314331,0.00025
31,0.002326555782929063,0.9992244839668274,0.9992244839668274,0.9992244839668274,0.9992257952690125,0.04484749957919121,0.9914974570274353,0.9914974570274353,0.9914974570274353,0.9915574789047241,0.000125
32,0.001804650411941111,0.9993936419487,0.9993936419487,0.9993936419487,0.9993947148323059,0.04634293541312218,0.9916243553161621,0.9916243553161621,0.9916243553161621,0.9916834831237793,0.000125
33,0.0018212069990113378,0.999379575252533,0.999379575252533,0.999379575252533,0.9993806481361389,0.05056863650679588,0.9907360672950745,0.990860641002655,0.9906091094017029,0.9907989501953125,0.000125
34,0.001884307712316513,0.9993372559547424,0.9993513822555542,0.9993372559547424,0.9993454217910767,0.05120677873492241,0.9907360672950745,0.9908594489097595,0.9904822111129761,0.9907346963882446,0.000125
35,0.0018286692211404443,0.9994077682495117,0.9994077682495117,0.9994077682495117,0.9994087815284729,0.05316821113228798,0.9899746179580688,0.9901002645492554,0.9899746179580688,0.9901075959205627,0.000125
36,0.0024055445101112127,0.9991398453712463,0.9991398453712463,0.9991398453712463,0.9991413354873657,0.0550171434879303,0.9911167621612549,0.9911167621612549,0.9911167621612549,0.9911794066429138,0.000125
37,0.0014691510004922748,0.999492347240448,0.999492347240448,0.999478280544281,0.9994862079620361,0.05047552287578583,0.9912436604499817,0.991242527961731,0.9911167621612549,0.9912412166595459,0.000125
38,0.0013412752887234092,0.999478280544281,0.999478280544281,0.999478280544281,0.9994791746139526,0.051443662494421005,0.9911167621612549,0.9913683533668518,0.9911167621612549,0.9913039803504944,1e-04
39,0.0011249718954786658,0.9996051788330078,0.9996051788330078,0.9996051788330078,0.9996058344841003,0.05224156007170677,0.9913705587387085,0.9914963841438293,0.9913705587387085,0.9914937019348145,1e-04
40,0.0010603313567116857,0.9996615648269653,0.9996615648269653,0.9996615648269653,0.9996621608734131,0.05510776489973068,0.9907360672950745,0.9908594489097595,0.9904822111129761,0.9907361268997192,1e-04
41,0.0013078064657747746,0.9995487928390503,0.9995628595352173,0.9995487928390503,0.9992703199386597,0.0590011402964592,0.9903553128242493,0.9904810190200806,0.9903553128242493,0.9904851317405701,1e-04
42,0.002198516158387065,0.9993372559547424,0.9993513226509094,0.9993231892585754,0.9993382692337036,0.051314014941453934,0.9903553128242493,0.9904810190200806,0.9903553128242493,0.9904851317405701,1e-04
